№ п/п;Дата платежа ;Назначение платежа;Сумма;
508;12.06.2024;"ТОО ""Севгражданпроект"" Оплата по факту выполненных работ по  Договор №11-02-6-144 от 29.05.24 г.(Авторский надзор) за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. /Строительство одноэтажных домов для граждан,
пострадавших от чрезвычайных  ситуатаций природного характера (СКО, г.Петропавловск, мкр.Солнечный-2)";5 600 000;
509;12.06.2024;ТОО Торгово-промышленная компания Меркурий Оплата по факту выполненных работ  по  Договор №11-02-6-134 от 29.05.2024 года за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. /Строительство одноэтажных домов для граждан, пострадавших от чрезвычайных  ситуатаций природного характера (СКО, г.Петропавловск, мкр.Солнечный-2);42 990 010;
510;12.06.2024;"ТОО ""AMI Construction Group"" Оплата по факту выполненных работ  по  Договор №11-02-6-142 от 29.05.2024 года за услугу стр- ва жилых домов гражданам РК пострадавшим от паводков.
/Строительство одноэтажных домов для граждан, пострадавших от чрезвычайных  ситуатаций природного характера (СКО,
г.Петропавловск, мкр.Солнечный-2)";42 990 010;
511;12.06.2024;"ТОО""Заңғар-LTD"" Оплата  по факту выполненных работ  по Договор №11-02-6-136 от 29.05.2024 года за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. /Строительство одноэтажных домов для граждан, пострадавших от чрезвычайных ситуатаций природного характера (СКО, г.Петропавловск,
мкр.Солнечный-2)";25 399 660;
512;12.06.2024;"ТОО ""Севгражданпроект"" Возврат средств";-                                         5 600 000;
513;12.06.2024;"ТОО ""ВИВА Фарм"" Возврат средств";-                                         1 044 523;
514;12.06.2024;"ТОО ""ВИВА Фарм"" Возврат средств";-                                         1 044 523;
515;12.06.2024;"ТОО ""ВИВА Фарм"" Возврат средств";-                                         1 044 523;
516;12.06.2024;"ТОО ""ВИВА Фарм"" Возврат средств";-                                         3 133 570;
517;12.06.2024;"ТОО ""ВИВА Фарм"" Возврат средств";-                                         3 133 570;
518;12.06.2024;"ТОО ""ВИВА Фарм"" Возврат средств";-                                         1 044 523;
519;13.06.2024;"ТОО ""ROUND KZ"" ""QH 76 детских спортивных залов"" оплата 70% по   Договорам №11-02-6-74 от 16.05.24, №11-02-6-71 от
16.05.24, №11-02-6-76 от 16.05.24,Караганд, Абай обл.";14 715 400;
520;13.06.2024;ТОО СКО Монтажник и К Оплата (2 этап СКО Каспи) по факту выполненных работ  по  Договору  №11-02-6-94 от 21.05.2024г. за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. / Строительство одноэтажных домов для граждан, пострадавших от чрезвычайных  ситуатаций природного характера (СКО, г.Петропавловск, мкр.Солнечный-2);49 530 960;
521;13.06.2024;ТОО ПетроАльянс Оплата (2 этап СКО Каспи) по факту выполненных работ  по  Договору  №11-02-6-95 от 21.05.2024г. за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. /Строительство одноэтажных домов для граждан, пострадавших от чрезвычайных  ситуатаций природного характера (СКО, г.Петропавловск, мкр.Солнечный-2);75 905 248;
